combined_image_path,label
Combined_Dataset/open_eye_yawn/sample_0100.jpg,1
Combined_Dataset/open_eye_yawn/sample_0101.jpg,1
Combined_Dataset/open_eye_yawn/sample_0102.jpg,1
Combined_Dataset/open_eye_yawn/sample_0103.jpg,1
Combined_Dataset/open_eye_yawn/sample_0104.jpg,1
Combined_Dataset/open_eye_yawn/sample_0105.jpg,1
Combined_Dataset/open_eye_yawn/sample_0106.jpg,1
Combined_Dataset/open_eye_yawn/sample_0107.jpg,1
Combined_Dataset/open_eye_yawn/sample_0108.jpg,1
Combined_Dataset/open_eye_yawn/sample_0109.jpg,1
Combined_Dataset/open_eye_yawn/sample_0110.jpg,1
Combined_Dataset/open_eye_yawn/sample_0111.jpg,1
Combined_Dataset/open_eye_yawn/sample_0112.jpg,1
Combined_Dataset/open_eye_yawn/sample_0113.jpg,1
Combined_Dataset/open_eye_yawn/sample_0114.jpg,1
Combined_Dataset/open_eye_yawn/sample_0115.jpg,1
Combined_Dataset/open_eye_yawn/sample_0116.jpg,1
Combined_Dataset/open_eye_yawn/sample_0117.jpg,1
Combined_Dataset/open_eye_yawn/sample_0118.jpg,1
Combined_Dataset/open_eye_yawn/sample_0119.jpg,1
Combined_Dataset/open_eye_yawn/sample_0120.jpg,1
Combined_Dataset/open_eye_yawn/sample_0121.jpg,1
Combined_Dataset/open_eye_yawn/sample_0122.jpg,1
Combined_Dataset/open_eye_yawn/sample_0123.jpg,1
Combined_Dataset/open_eye_yawn/sample_0124.jpg,1
Combined_Dataset/open_eye_yawn/sample_0125.jpg,1
Combined_Dataset/open_eye_yawn/sample_0126.jpg,1
Combined_Dataset/open_eye_yawn/sample_0127.jpg,1
Combined_Dataset/open_eye_yawn/sample_0128.jpg,1
Combined_Dataset/open_eye_yawn/sample_0129.jpg,1
Combined_Dataset/open_eye_yawn/sample_0130.jpg,1
Combined_Dataset/open_eye_yawn/sample_0131.jpg,1
Combined_Dataset/open_eye_yawn/sample_0132.jpg,1
Combined_Dataset/open_eye_yawn/sample_0133.jpg,1
Combined_Dataset/open_eye_yawn/sample_0134.jpg,1
Combined_Dataset/open_eye_yawn/sample_0135.jpg,1
Combined_Dataset/open_eye_yawn/sample_0136.jpg,1
Combined_Dataset/open_eye_yawn/sample_0137.jpg,1
Combined_Dataset/open_eye_yawn/sample_0138.jpg,1
Combined_Dataset/open_eye_yawn/sample_0139.jpg,1
Combined_Dataset/open_eye_yawn/sample_0140.jpg,1
Combined_Dataset/open_eye_yawn/sample_0141.jpg,1
Combined_Dataset/open_eye_yawn/sample_0142.jpg,1
Combined_Dataset/open_eye_yawn/sample_0143.jpg,1
Combined_Dataset/open_eye_yawn/sample_0144.jpg,1
Combined_Dataset/open_eye_yawn/sample_0145.jpg,1
Combined_Dataset/open_eye_yawn/sample_0146.jpg,1
Combined_Dataset/open_eye_yawn/sample_0147.jpg,1
Combined_Dataset/open_eye_yawn/sample_0148.jpg,1
Combined_Dataset/open_eye_yawn/sample_0149.jpg,1
Combined_Dataset/open_eye_yawn/sample_0150.jpg,1
Combined_Dataset/open_eye_yawn/sample_0151.jpg,1
Combined_Dataset/open_eye_yawn/sample_0152.jpg,1
Combined_Dataset/open_eye_yawn/sample_0153.jpg,1
Combined_Dataset/open_eye_yawn/sample_0154.jpg,1
Combined_Dataset/open_eye_yawn/sample_0155.jpg,1
Combined_Dataset/open_eye_yawn/sample_0156.jpg,1
Combined_Dataset/open_eye_yawn/sample_0157.jpg,1
Combined_Dataset/open_eye_yawn/sample_0158.jpg,1
Combined_Dataset/open_eye_yawn/sample_0159.jpg,1
Combined_Dataset/open_eye_yawn/sample_0160.jpg,1
Combined_Dataset/open_eye_yawn/sample_0161.jpg,1
Combined_Dataset/open_eye_yawn/sample_0162.jpg,1
Combined_Dataset/open_eye_yawn/sample_0163.jpg,1
Combined_Dataset/open_eye_yawn/sample_0164.jpg,1
Combined_Dataset/open_eye_yawn/sample_0165.jpg,1
Combined_Dataset/open_eye_yawn/sample_0166.jpg,1
Combined_Dataset/open_eye_yawn/sample_0167.jpg,1
Combined_Dataset/open_eye_yawn/sample_0168.jpg,1
Combined_Dataset/open_eye_yawn/sample_0169.jpg,1
Combined_Dataset/open_eye_yawn/sample_0170.jpg,1
Combined_Dataset/open_eye_yawn/sample_0171.jpg,1
Combined_Dataset/open_eye_yawn/sample_0172.jpg,1
Combined_Dataset/open_eye_yawn/sample_0173.jpg,1
Combined_Dataset/open_eye_yawn/sample_0174.jpg,1
Combined_Dataset/open_eye_yawn/sample_0175.jpg,1
Combined_Dataset/open_eye_yawn/sample_0176.jpg,1
Combined_Dataset/open_eye_yawn/sample_0177.jpg,1
Combined_Dataset/open_eye_yawn/sample_0178.jpg,1
Combined_Dataset/open_eye_yawn/sample_0179.jpg,1
Combined_Dataset/open_eye_yawn/sample_0180.jpg,1
Combined_Dataset/open_eye_yawn/sample_0181.jpg,1
Combined_Dataset/open_eye_yawn/sample_0182.jpg,1
Combined_Dataset/open_eye_yawn/sample_0183.jpg,1
Combined_Dataset/open_eye_yawn/sample_0184.jpg,1
Combined_Dataset/open_eye_yawn/sample_0185.jpg,1
Combined_Dataset/open_eye_yawn/sample_0186.jpg,1
Combined_Dataset/open_eye_yawn/sample_0187.jpg,1
Combined_Dataset/open_eye_yawn/sample_0188.jpg,1
Combined_Dataset/open_eye_yawn/sample_0189.jpg,1
Combined_Dataset/open_eye_yawn/sample_0190.jpg,1
Combined_Dataset/open_eye_yawn/sample_0191.jpg,1
Combined_Dataset/open_eye_yawn/sample_0192.jpg,1
Combined_Dataset/open_eye_yawn/sample_0193.jpg,1
Combined_Dataset/open_eye_yawn/sample_0194.jpg,1
Combined_Dataset/open_eye_yawn/sample_0195.jpg,1
Combined_Dataset/open_eye_yawn/sample_0196.jpg,1
Combined_Dataset/open_eye_yawn/sample_0197.jpg,1
Combined_Dataset/open_eye_yawn/sample_0198.jpg,1
Combined_Dataset/open_eye_yawn/sample_0199.jpg,1
